7.670808792114257812e+00,5.369264125823974609e+00
-3.341016292572021484e+00,6.186192512512207031e+00
-1.013465166091918945e+00,7.647234916687011719e+00
-4.725494384765625000e+00,-5.272306919097900391e+00
6.802212715148925781e+00,-5.563059806823730469e+00
-9.948835968971252441e-01,8.672644615173339844e+00
7.057171821594238281e+00,-1.883424997329711914e+00
6.957384586334228516e+00,-4.117828845977783203e+00
2.569290161132812500e+00,-4.540460109710693359e+00
4.314674854278564453e+00,3.235101699829101562e+00
-5.423869609832763672e+00,-6.831135272979736328e+00
1.948424130678176880e-01,-1.039202117919921875e+01
6.397449970245361328e+00,4.389647394418716431e-02
-4.498048782348632812e+00,-6.182633876800537109e+00
2.647116661071777344e+00,8.250507354736328125e+00
-5.264654636383056641e+00,-3.058175325393676758e+00
5.495936393737792969e+00,-4.813307285308837891e+00
8.529380798339843750e+00,5.089484691619873047e+00
-5.939022064208984375e+00,-2.324311971664428711e+00
6.336793899536132812e+00,-2.715121507644653320e+00
4.432832717895507812e+00,2.954480409622192383e+00
2.432600498199462891e+00,-7.685480117797851562e+00
1.041956186294555664e+00,-1.051097583770751953e+01
2.259097099304199219e-01,-3.232174873352050781e+00
5.827760219573974609e+00,-4.226801872253417969e+00
-7.550276279449462891e+00,-7.973210334777832031e+00
9.963220596313476562e+00,1.873494863510131836e+00
6.086633205413818359e+00,-4.603967189788818359e+00
-4.353462696075439453e+00,-5.630687713623046875e+00
1.849770426750183105e+00,5.691451072692871094e+00
-4.903264999389648438e+00,1.799881011247634888e-01
2.464120149612426758e+00,5.643477439880371094e+00
-4.611390590667724609e+00,-1.043878197669982910e+00
4.993260383605957031e+00,-7.448064804077148438e+00
4.663473129272460938e+00,5.808596134185791016e+00
-8.275461196899414062e+00,4.371762275695800781e+00
8.158570289611816406e+00,3.563991785049438477e+00
1.873294591903686523e+00,6.099919795989990234e+00
-2.425074338912963867e+00,6.052725791931152344e+00
1.428681135177612305e+00,9.041754722595214844e+00
5.617409944534301758e-01,6.123965740203857422e+00
6.688689708709716797e+00,3.936995983123779297e+00
6.545737266540527344e+00,-2.207744836807250977e+00
-1.719794154167175293e+00,5.347414970397949219e+00
-4.946308135986328125e+00,3.504364490509033203e-01
-1.847073912620544434e+00,-2.393139362335205078e+00
2.289755344390869141e+00,5.039388179779052734e+00
-5.737160682678222656e+00,4.053467750549316406e+00
8.197208404541015625e+00,-3.045403242111206055e+00
7.579822063446044922e+00,-5.964725017547607422e+00
8.046854138374328613e-01,-5.574020862579345703e+00
-5.239011764526367188e+00,-2.100080728530883789e+00
5.332593917846679688e-01,-3.231052398681640625e+00
-4.896738529205322266e+00,-3.071245193481445312e+00
-6.859901547431945801e-01,-1.055777835845947266e+01
-3.802332639694213867e+00,-5.479266643524169922e+00
7.885336399078369141e+00,-5.634195804595947266e+00
-4.610302746295928955e-01,7.790342330932617188e+00
7.835948467254638672e+00,-1.075188279151916504e+00
2.491066932678222656e+00,-2.039879083633422852e+00
1.015693664550781250e+01,1.578372836112976074e+00
3.475495874881744385e-01,3.216054201126098633e+00
5.475694656372070312e+00,-2.504800558090209961e+00
-6.138812541961669922e+00,2.459588766098022461e+00
5.007928371429443359e+00,6.290255546569824219e+00
5.159071445465087891e+00,-2.515408039093017578e+00
2.822666168212890625e-01,-1.051800060272216797e+01
8.268898963928222656e+00,-4.808094024658203125e+00
-4.664045333862304688e+00,7.624246180057525635e-02
-5.608663082122802734e+00,-8.762728691101074219e+00
8.592370033264160156e+00,5.215196609497070312e+00
-5.329218387603759766e+00,-7.379827499389648438e+00
-8.763912200927734375e+00,2.522030115127563477e+00
3.998076915740966797e+00,5.146150588989257812e+00
1.398654699325561523e+00,6.864687919616699219e+00
7.404476165771484375e+00,2.860673904418945312e+00
-5.717075347900390625e+00,-1.983942538499832153e-01
6.273804187774658203e+00,4.289498329162597656e+00
3.893538713455200195e+00,2.761042356491088867e+00
5.948318004608154297e+00,6.656250000000000000e+00
8.401961326599121094e+00,-1.949723243713378906e+00
1.845867991447448730e+00,-7.574601173400878906e+00
-7.233744144439697266e+00,4.727998256683349609e+00
9.285788536071777344e+00,1.989688277244567871e+00
-5.044106841087341309e-01,-7.182091474533081055e-01
8.415374755859375000e+00,-4.630720615386962891e+00
6.136921882629394531e+00,5.085116863250732422e+00
-5.545359611511230469e+00,-1.179168105125427246e+00
1.494578719139099121e+00,-9.732278823852539062e+00
-1.517802834510803223e+00,9.209637641906738281e+00
-5.509935379028320312e+00,-1.771115958690643311e-01
1.903215646743774414e+00,-7.204058647155761719e+00
2.682851314544677734e+00,2.164317607879638672e+00
-5.408726215362548828e+00,2.457887530326843262e-01
2.340952873229980469e+00,5.412160873413085938e+00
7.982708454132080078e+00,-1.635622620582580566e+00
2.249471902847290039e+00,5.096776962280273438e+00
2.169487327337265015e-01,9.508721351623535156e+00
2.044103622436523438e+00,-6.720824718475341797e+00
5.902109146118164062e+00,-5.321454048156738281e+00
9.670284986495971680e-01,-1.019748306274414062e+01
-5.329174518585205078e+00,-6.750836372375488281e+00
-1.068285942077636719e+00,-2.513228416442871094e+00
7.737051963806152344e+00,-5.887696266174316406e+00
6.589925765991210938e+00,-6.562286853790283203e+00
5.732564449310302734e+00,-4.934359550476074219e+00
-8.846797943115234375e+00,2.788843870162963867e+00
-2.696772813796997070e+00,8.021381378173828125e+00
6.823781013488769531e+00,-2.935887575149536133e+00
4.604240894317626953e+00,-1.334450721740722656e+00
-1.774048686027526855e+00,2.528132915496826172e+00
-5.497173666954040527e-01,8.668454170227050781e+00
-4.104942321777343750e+00,7.354469299316406250e-01
5.688589096069335938e+00,-3.717700481414794922e+00
6.195426464080810547e+00,3.472180843353271484e+00
4.991847038269042969e+00,3.523251414299011230e-01
5.042684078216552734e+00,-2.249933958053588867e+00
7.894188880920410156e+00,-6.225902080535888672e+00
5.929564476013183594e+00,-2.375665009021759033e-01
4.735479354858398438e+00,5.493010997772216797e+00
-2.251729249954223633e+00,-2.851727008819580078e+00
2.829727888107299805e+00,2.247565388679504395e-01
8.603367805480957031e+00,1.796809196472167969e+00
1.609094381332397461e+00,-7.599499702453613281e+00
7.116378307342529297e+00,1.674358606338500977e+00
5.277862548828125000e+00,-3.709006786346435547e+00
-4.505848884582519531e+00,-8.120190620422363281e+00
1.075619697570800781e+00,-3.441903352737426758e+00
-5.976981520652770996e-01,1.483523547649383545e-01
1.924633085727691650e-01,-3.119910240173339844e+00
6.583389043807983398e-01,-7.289554595947265625e+00
-2.932351827621459961e-01,-6.619825839996337891e+00
-2.548357248306274414e+00,-3.087977886199951172e+00
6.727664947509765625e+00,3.538121938705444336e+00
-9.876679182052612305e-01,1.778573274612426758e+00
1.726252913475036621e+00,8.965066909790039062e+00
-4.129411220550537109e+00,-5.598582267761230469e+00
-2.125967741012573242e+00,9.307227134704589844e+00
